,index,Unnamed: 0,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
792,998,48,,Hendrick Goltzius,"The Ignorant Notary, from the series Litis Abusus (Abuses of the Law)",1597,Print,1989.10.2
793,999,49,,Hendrick Goltzius,"The Expense of Litigation, from the series Litis Abusus (Abuses of the Law)",1597,Print,1989.10.3
794,1000,0,,Hendrick Goltzius,"The Sleepless Night of the Litigant, from the series Litis Abusus (Abuses of the Law)",1597,Print,1989.10.4
795,1001,1,,Hendrick Goltzius,"Imperiled Litigation, from the series Litis Abusus (Abuses of the Law)",1597,Print,1989.10.5
796,1002,2,,Hendrick Goltzius,"Death of the Litigant, from the series Litis Abusus (Abuses of the Law)",1597,Print,1989.10.6
797,1003,3,,David Vinckboons,The Crossbowman,1628,Print,1989.10.7
798,1004,4,,J. Alphege Brewer,A Street in Seville,1927,Print,1989.10.8
799,1005,5,,John J. A. Murphy,Adam and Eve,1930,Print,1990.1
800,1006,6,,Thomas Moran,Landscape,1904,Print,1990.2
801,1008,8,,Thomas Hoffman,Title unknown,1990,Print,1990.5
802,1009,9,,Nicholaes de Bruyn,The Finding of Moses,1601,Print,1990.6
803,1010,10,,Ed Paschke,Kontato,1984,Print,1990.7.1
804,1011,11,,Ed Paschke,Fem-Verde,1987,Print,1990.7.2
805,1012,12,,Ed Paschke,Hubert,1976,Print,1990.7.3
806,1013,13,,Jack Tworkov,L.F.-S.T.-E#4,1979,Print,1991.1.1
807,1014,14,,Ron Gorchov,Untitled,1979,Print,1991.1.2
808,1015,15,,Guy Whitney,Gaia,1981,Print,1991.1.3
809,1016,16,,William T. Wiley,"Spooky, from the N.A.M.E. Portfolio",1979,Print,1991.1.4
810,1017,17,,Michiko Itatani,Untitled from The N.A.M.E. Portfolio,1980,Print,1991.1.5
811,1018,18,,Jerry Saltz,Canto 111/#70,1979,Print,1991.1.6
812,1019,19,,Lynda Benglis,Untitled,1979,Print,1991.1.7
813,1020,20,,Barry Holden,I Feel the Intruder,1980,Print,1991.1.8
814,1021,21,,Othello Anderson,"Event Horizon, Exit-Entry, from the portfolio N.A.M.E.",1985,Print,1991.1.9
815,1023,23,,Alan Cohen,Untitled (Florida) 16-9,1990,Photograph,1991.2.1
816,1024,24,,Alan Cohen,Untitled (Jackson Port) 66-12,1988,Photograph,1991.2.2
817,1025,25,,Alan Cohen,Untitled (Arizona) 16-16,1989,Photograph,1991.2.3
818,1026,26,,Alan Cohen,"Robert Morris, 34-10",1989,Photograph,1991.2.4
819,1027,27,,Alan Cohen,"Robert Morris, 34-7",1989,Photograph,1991.2.5
820,1028,28,,Alan Cohen,"Robert Morris, 31-8",1989,Photograph,1991.2.6
821,1029,29,,Alan Cohen,"Robert Morris, 33-7",1989,Photograph,1991.2.7
822,1030,30,,Alan Cohen,"Robert Morris, 32-2",1989,Photograph,1991.2.8
823,1031,31,,Alan Cohen,"Robert Morris, 32-9",1989,Photograph,1991.2.9
824,1032,32,,Alan Cohen,"Robert Morris, 32-10",1989,Photograph,1991.2.10
825,1033,33,,Cornelis Cort,The Holy Family Resting on the Return from Egypt,1575,Print,1991.3
826,1034,34,,Cornelis Cort,The Holy Family Resting on the Return from Egypt,1575,Print,1991.4
827,1035,35,,Dayton Brandfield,"Cleaning Herring, Provincetown",37,Print,1992.1.1
828,1036,36,,Dayton Brandfield,14th St. Perspective,37,Print,1992.1.2
829,1037,37,,Dayton Brandfield,Old Hill Road,37,Print,1992.1.3
830,1039,39,,Ruth Chaney,Digging,1937,Print,1992.1.5
831,1041,41,,Blanche Grambs,"Workers' Homes, Pittsburg",38,Print,1992.1.7
832,1042,42,,Blanche Grambs,Mill,1937,Print,1992.1.8
833,1043,43,,Blanche Grambs,Cold,1937,Print,1992.1.9
834,1045,45,,Hyman Katz,A New Industry,1937,Print,1992.1.11
835,1046,46,,Hyman Katz,Shoe Shining Industry,1936,Print,1992.1.12
836,1048,48,,Claire (Millman) Mahl Moore,Jitterbugs,1938,Print,1992.1.14
837,1049,49,,Claire (Millman) Mahl Moore,Speed-up,1936,Print,1992.1.15
838,1051,1,,Harry Francis Mack,6th Ave. Subway,1935,Print,1992.1.17
839,1052,2,,Harry Francis Mack,Night Shift,1935,Print,1992.1.18
840,1053,3,,Harry Francis Mack,Arc Welder,1935,Print,1992.1.19
841,1055,5,,Harry Francis Mack,Cutters,1938,Print,1992.1.21
842,1058,8,,Hugh Miller,Wreck,38,Print,1992.1.24
843,1064,14,,Ann Nooney,House Wreckers,39,Print,1992.1.30
844,1065,15,,Ann Nooney,East Brooklyn,38,Print,1992.1.31
845,1066,16,,Edward Moreau,The Hearth,1937,Print,1992.1.32
846,1077,27,,Harry Shokler,Fishermen Drying Nets,38,Print,1992.1.43
847,1078,28,,Harry Shokler,Abandoned Water Tower,38,Print,1992.1.44
848,1079,29,,Harry Shokler,Late Afternoon,39,Print,1992.1.45
849,1080,30,,Harry Shokler,Automat,38,Print,1992.1.46
850,1081,31,,Francis Bernard Shields,Mood,1938,Print,1992.1.47
851,1082,32,,Francis Bernard Shields,Cold Inferno,1937,Print,1992.1.48
852,1084,34,,Raymond Steth,Wrapping Tobacco,1940,Print,1992.1.50
853,1085,35,,Theodore Wahl,The Three Loafers,38,Print,1992.1.51
854,1086,36,,Carl Hoeckner,The Fifth Commandment: Thou Shalt Kill!,1938,Print,1992.1.53
855,1088,38,,Carl Hoeckner,Conflicts,1930,Print,1992.1.55
856,1089,39,,Herman Roderick Volz,S.F. Waterfront Strike,1934,Print,1992.13
857,1090,40,,Fritz Eichenberg,The Peaceable Kingdom (Isaiah 11:6-8),1950,Print,1992.48a
858,1091,41,,Bernard Brussel-Smith,Lynching,1939,Print,1992.49
859,1092,42,,Claire (Millman) Mahl Moore,(War Scene),1940,Print,1992.50
860,1093,43,,Werner Drewes,"It Can't Happen Here, from the series It Can't Happen Here",1934,Print,1992.51
861,1094,44,,Carl Hoeckner,Visions,1936,Print,1992.52
862,1095,45,,Winslow Homer,Making Hay,1872,Print,1992.53
863,1096,46,,Albert Potter,Brother Can You Spare a Dime?,1935,Print,1992.54
864,1097,47,,Charles Kennedy Burt,Marion Crossing the Pedee,1851,Print,1992.55
865,1098,48,,Alexander Gergely,Graveyard Scene,1921,Print,1992.56
866,1099,49,,Prentiss Taylor,"Scottsboro Limited, from the portfolio Scottsboro",1932,Print,1992.57
867,1100,0,,John J. A. Murphy,Chaos,1921,Print,1992.58
868,1101,1,,Charles Turzak,Ghetto,1931,Print,1992.68
869,1102,2,,Charles Turzak,The Workers,1934,Print,1992.69
870,1103,3,,Charles Turzak,The Workers,1935,Print,1992.70
871,1104,4,,Charles Turzak,Gin,1932,Print,1992.71
872,1105,5,,Charles Turzak,Grant Park,1931,Print,1992.72
873,1106,6,,Charles Turzak,South of the Loop,1936,Print,1992.73
874,1107,7,,Herman Roderick Volz,Death of a Partisan,1938,Print,1992.78
875,1108,8,,Leon Gilmour,Let the Living Rise,1937,Print,1992.79
876,1109,9,,Boris Gorelick,Case No....,1938,Print,1992.80
877,1112,12,,Miriam McKinnie,Sorrow--Spanish Civil War,1938,Print,1992.83
878,1113,13,,Albert Potter,Supervalues,1934,Print,1992.84
879,1114,14,,Herman Roderick Volz,Industrialization,1937,Print,1992.85
880,1115,15,,Jack Grue,"Plate I from the series ""The Caliph and the Sinner""",1954,Print,1992.86.1
881,1116,16,,Jack Grue,"Plate II from the series ""The Caliph and the Sinner""",1954,Print,1992.86.2
882,1117,17,,Jack Grue,"Plate III from the series ""The Caliph and the Sinner""",1954,Print,1992.86.3
883,1118,18,,Jack Grue,"Plate IV from the series ""The Caliph and the Sinner""",1954,Print,1992.86.4
884,1119,19,,Jack Grue,"Plate V from the series ""The Caliph and the Sinner""",1954,Print,1992.86.5
885,1120,20,,Jack Grue,"Plate VI from the series ""The Caliph and the Sinner""",1954,Print,1992.86.6
886,1122,22,,Don Weygandt,Ginger Pot,1985,Print,1992.87
887,1125,25,,Harold Gregor,Heartlands VI,1985,Print,1992.90
888,1128,28,,Robert Evans,Old Dreams/New Directions,1986,Print,1992.94
889,1129,29,,Ruyell Ho,Daydream and Sleepless Night,1986,Print,1992.95
890,1130,30,,Junichiro Sekino,(Kakegawa),1983,Print,1992.96
891,1131,31,,Unidentified artist,Title unknown,1988,Print,1992.97
892,1132,32,,M. Sterling,Untitled,1923,Print,1992.98
893,1133,33,,Claire Prussian,Sutured Self,1983,Print,1992.99
894,1134,34,,Will Petersen,From There to Here,1986,Print,1992.100
895,1136,36,,Barbara Trupp,Theban Archaeopteryx Lithographica,85,Print,1992.102
896,1137,37,,Richard Hunt,Not Fixed,1984,Print,1992.103
897,1138,38,,Yousuf Karsh,Portrait: Abraham Lincoln,1860,Photograph,1992.105.1
898,1139,39,,Yousuf Karsh,Portrait: Abraham Lincoln,1860,Photograph,1992.105.2
899,1140,40,,John Baeder,"Market Diner, from the City Scapes Portfolio",1979,Print,1992.106.1
900,1141,41,,Charles Bell,"Little Italy, from the City Scapes Portfolio",1979,Print,1992.106.2
901,1142,42,,Arne Besser,"Bridgehampton, from the City Scapes Portfolio",1979,Print,1992.106.3
902,1143,43,,Tom Blackwell,"451, from the City Scapes Portfolio",1979,Print,1992.106.4
903,1144,44,,Fran Bull,"Lincoln Center/Dusk, from the City Scapes Portfolio",1979,Print,1992.106.5
904,1145,45,,Hilo Chen,"Roof--Top Sunbather, from the City Scapes Portfolio",1979,Print,1992.106.6
905,1146,46,,H. N. Han,"N.Y. Skyline, from the City Scapes Portfolio",1980,Print,1992.106.7
906,1147,47,,Ron Kleemann,"Gas Line, from the City Scapes Portfolio",1979,Print,1992.106.8
907,1148,48,,Noel Mahaffey,"Night—Times Square, from the City-Scapes Portfolio",1979,Print,1992.106.9
908,1149,49,,C. J. Yao,"Building Reflection, from the Cityscapes Portfolio",1979,Print,1992.106.10
909,1150,0,,Elizabeth Catlett,"""...And a special fear for my loved ones"" from the series ""The Black Woman""",1946,Print,1992.107
910,1151,1,,Henry Koehler,Five English Jockeys,1975,Print,1992.108
911,1152,2,,Henry Koehler,Constellation Below,1980,Print,1992.109
912,1155,5,,Boris Lovett Lorski,Untitled (Crucifixion),1928,Print,1992.112
913,1156,6,,William S. Rice,Twilight,1930,Print,1992.113
914,1158,8,,Thomas Sternal,Title unknown (geometric abstraction),1991,Drawing,1992.116
915,1159,9,,Alan Shields,Raw Rag II,1973,(not assigned),1992.117.1
916,1160,10,,Thomas Sternal,Bench Form 91-5,1991,Sculpture,1992.118
917,1161,11,,Fred Berger,Nude in Three Positions,1976,Drawing,1992.119
918,1162,12,,William Say,"Coast of Yorkshire Near Whitby, from the series Liber Studiorum",1811,Print,1992.120
919,1163,13,,Sue Coe,The Veal Skinner,1991,Print,1992.121
920,1164,14,,Arminius Hasemann,"Barendresser (Bear Trainer), from the series Der Zirkus",1920,Print,1992.122.1
921,1165,15,,Arminius Hasemann,"Der Hunddresser (The Dog Trainer), from the series Der Zirkus",1920,Print,1992.122.2
922,1166,16,,Arminius Hasemann,Fall from the Trapez,1920,Print,1992.122.3
923,1167,17,Image Not Available for Leap through the Ring,Arminius Hasemann,Leap through the Ring,1920,Print,1992.122.4
924,1168,18,,Robert Morris,Model,1969,Architecture & Design,1992.150
925,1169,19,,John De Pol,Driftwood,1950,Print,1992.151
926,1170,20,,Sipho Hlati,Surefire,1987,Print,1992.152
927,1171,21,,Sipho Hlati,Kubi,1988,Print,1992.153
928,1172,22,,Irving Amen,Atomic Fever #1,1950,Print,1993.1.1
929,1173,23,,Irving Amen,Atomic Fever #2,1950,Print,1993.1.2
930,1174,24,,Irving Amen,War Monument,1950,Print,1993.2
931,1175,25,,Irving Amen,Shepherd and Flock,1958,Print,1993.3
932,1177,27,,Anton Refregier,Slave Issue in San Francisco,1947,Print,1993.5
933,1178,28,,Prentiss Taylor,"Christ in Alabama, from the portfolio Scottsboro",1932,Print,1993.6
934,1179,29,,Joel Feldman,Training Session,1992,Print,1993.7
935,1180,30,,Joel Feldman,Wheel of Fortune,1993,Print,1993.8
936,1181,31,,Joel Feldman,Games of Strategy,1993,Print,1993.9
937,1182,32,,Leon Gordon Miller,"Aggression, from the series Artists for Victory",1943,Print,1993.10
938,1183,33,,Leon Gordon Miller,"The Madonna, from the series Artists for Victory",1943,Print,1993.11
939,1184,34,,Murry DePillars,Aunt Jemima,1969,Print,1993.12
940,1185,35,,Dale Nichols,Partners,1940,Print,1993.13
941,1186,36,,Alexander R. Stavenitz,Unemployed,1930,Print,1993.14
942,1187,37,,Helen West Heller,Testing the Stew,1931,Print,1993.15
943,1188,38,,Helen West Heller,Pulling Beets,1931,Print,1993.16
944,1189,39,,Claire (Millman) Mahl Moore,The Birth,1936,Print,1993.17
945,1190,40,,Michael Gallagher,Sunday Evening,1938,Print,1993.18
946,1191,41,,Henry Glintenkamp,Voter Puppets,1929,Print,1993.19
947,1192,42,,Boris Gorelick,Industrial Strife,1938,Print,1993.20
948,1193,43,,Isaac Friedlander,3 A.M.,1934,Print,1993.21
949,1194,44,,Edward Hagedorn,Falling Soldier,1938,Print,1993.22
950,1195,45,,Edward Hagedorn,Puzzled,1938,Print,1993.23
951,1196,46,,Milton Avery,Japanese Landscape,1937,Print,1993.24
952,1197,47,,Werner Drewes,Old Scarecrow--Hitler as Scarecrow,1943,Print,1993.25
953,1198,48,,Julien Alberts,Embarkation for Cockaigne,1937,Print,1993.26
954,1199,49,,Julien Alberts,Conversation Piece,1936,Print,1993.27
955,1200,0,,Julien Alberts,History--Pastiche #1,1935,Print,1993.28
956,1201,1,,George Harris,When?,1940,Print,1993.29
957,1202,2,,Edgar Dorsey Taylor,"The U.V.X., Jerome (Arizona, Copper Mine)",1940,Print,1993.3
958,1203,3,,Albert Heckman,Oil Yards at Rondout,1935,Print,1993.31
959,1204,4,,Max Oppenheimer,New York at Night,1951,Print,1993.32
960,1205,5,,Bernard Steffen,Haying,1941,Print,1993.33
961,1206,6,,Tom A. Robertson,The Orange Point,1940,Print,1993.34
962,1207,7,,Bill Brandt,Untitled,1940,Photograph,1993.35
963,1208,8,,Bill Brandt,"Regency Houses, Park Lane, Mayfair",1930,Photograph,1993.36
964,1209,9,,W. Eugene Smith,"Untitled (outdoor stage at night), from the series Pittsburgh",1955,Photograph,1993.37
965,1210,10,,W. Eugene Smith,"Untitled (McDonald at announcement meeting), from the series Pittsburgh",1955,Photograph,1993.38
966,1211,11,,W. Eugene Smith,"Untitled (courtroom scene), from the series Pittsburgh",1955,Photograph,1993.39
967,1212,12,,W. Eugene Smith,"Untitled (courtroom scene), from the series Pittsburgh",1955,Photograph,1993.4
968,1213,13,,W. Eugene Smith,"Untitled (houses from stone wall), from the series Pittsburgh",1955,Photograph,1993.41
969,1214,14,,W. Eugene Smith,"Untitled (cemetary with American flags), from the series Pittsburgh",1955,Photograph,1993.42
970,1215,15,,W. Eugene Smith,"Untitled, from the series Pittsburgh",1955,Photograph,1993.43
971,1216,16,,W. Eugene Smith,"Untitled [woman next to newsstand], from the series Pittsburgh",1955,Photograph,1993.44
972,1217,17,,W. Eugene Smith,"Untitled (two girls in ballet costumes), from the series Pittsburgh",1955,Photograph,1993.45
973,1218,18,,William E. Smith,The Lamp Post,1938,Print,1993.46
974,1220,20,,Leonard Baskin,"The Funeral, from the series Flaubert's St Julien The Hospita...",1957,Print,1993.48
975,1221,21,,Joan Miró,Constellation Exhibit 1959,1959,Print,1993.49
976,1223,23,,Joseph Raffael,Summer Passage,1981,Print,1993.51
977,1224,24,,Otto Pankok,Beerdigungstag,1925,Print,1993.52
978,1225,25,,Otto Pankok,Sonne Und Meer,1922,Print,1993.53
979,1227,27,,Dox Thrash,Happy Journey,1939,Print,1994.2
980,1228,28,,Palmer Schoppe,Grape Vine Twist,1935,Print,1994.3
981,1229,29,,Palmer Schoppe,'Speriences Meeting,1935,Print,1994.4
982,1230,30,,Werner Drewes,Pointed Shapes,1935,Print,1994.5
983,1231,31,,Fritzi Brod,Grass,1935,Print,1994.6
984,1232,32,,Fritzi Brod,Welcome,1935,Print,1994.7
985,1233,33,,Fritzi Brod,Sad and Silent in Their Grief,1935,Print,1994.8
986,1234,34,,Fritzi Brod,Adolescence,1935,Print,1994.9
987,1235,35,,Fritzi Brod,Pensive,1935,Print,1994.1
988,1236,36,,Fritzi Brod,Untitled (Figure on a Bed),1935,Print,1994.11
989,1237,37,,Fritzi Brod,(Leaning on a Chair),1935,Print,1994.12
990,1238,38,,Fritzi Brod,(Three Figures in a Doorway),1935,Print,1994.13
991,1239,39,,Fritzi Brod,(Seated Woman),1935,Print,1994.14
992,1241,41,,Fritzi Brod,(Wash Day),1935,Print,1994.16
993,1243,43,,Fritzi Brod,(Dancers),1935,Print,1994.18
994,1244,44,,Fritzi Brod,(Frontal Nude),1935,Print,1994.19
995,1245,45,,Fritzi Brod,(Profile Nude),1935,Drawing,1994.2
996,1247,47,,Fritzi Brod,(Nude with Hand),1935,Drawing,1994.22
997,1248,48,,Fritzi Brod,(Nude with Cloth),1935,Drawing,1994.23
998,1249,49,,Fritzi Brod,Young Girl,1935,Print,1994.24
999,1250,0,,Fritzi Brod,Shining Water,1935,Print,1994.25
1000,1251,1,,Fritzi Brod,May Maiden,1935,Print,1994.26
1001,1252,2,,Fritzi Brod,Silver Shadows,1935,Print,1994.27
1002,1253,3,,Fritzi Brod,Shalimara,1935,Print,1994.28
1003,1254,4,,Fritzi Brod,Waiting,1935,Print,1994.29
1004,1255,5,,Fritzi Brod,Grain,1935,Print,1994.30
1005,1256,6,,Fritzi Brod,Resting,1935,Print,1994.31
1006,1257,7,,Fritzi Brod,Spring,1935,Print,1994.32
1007,1258,8,,Fritzi Brod,Girl with Beret,1935,Print,1994.33
1008,1259,9,,Fritzi Brod,Farfalla,1935,Print,1994.34
1009,1260,10,,Fritzi Brod,The Little Dancers,1935,Print,1994.35
1010,1262,12,,Fritzi Brod,Sunny Day,1935,Print,1994.37
1011,1263,13,,Fritzi Brod,Folded Wings,1935,Print,1994.38
1012,1264,14,,Fritzi Brod,Strange Vegetation,1935,Print,1994.39
1013,1265,15,,Fritzi Brod,Fellow Artist,1935,Print,1994.40
1014,1266,16,,Fritzi Brod,Woman with Jewels,1935,Print,1994.41
1015,1267,17,,Fritzi Brod,Equestrienne,1935,Print,1994.42
1016,1268,18,,Fritzi Brod,The Bridal Wreath,1935,Print,1994.43
1017,1269,19,,Fritzi Brod,Enchantment of Aloe,1935,Print,1994.44
1018,1270,20,,Fritzi Brod,Swimmer on the Shore,1935,Print,1994.45
1019,1271,21,,Fritzi Brod,Annunciation,1935,Print,1994.46
1020,1272,22,,Fritzi Brod,Reclining Nude,1935,Print,1994.47
1021,1273,23,,Fritzi Brod,Mother and Child,1935,Print,1994.48
1022,1274,24,,Fritzi Brod,Mother and Child,1935,Print,1994.49
1023,1275,25,,Fritzi Brod,Dunes,1935,Print,1994.50
1024,1276,26,,Fritzi Brod,Attitude,1935,Print,1994.51
1025,1277,27,,Fritzi Brod,Each Floating Poppy Petal...,1935,Print,1994.52
1026,1278,28,,Fritzi Brod,Lady of Montenero,1935,Print,1994.53
1027,1279,29,,Karl Schrag,My Room - Bright Night,1993,Print,1994.54
1028,1280,30,,W. Grancel Fitz,"Glass Abstraction, Multiple Exposure",1930,Photograph,1994.55
1029,1281,31,,Sheldon Hine,"Spray from Oil Burner Nozzle, 1937",1937,Photograph,1994.56
1030,1282,32,,Alex Katz,Jessica,1994,Print,1994.57
1031,1284,34,,Richard Florsheim,Night Scene,1960,Print,1994.59
1032,1285,35,,Margo Hoff,Rooftops,1935,Drawing,1994.60
1033,1286,36,,Ellen Lanyon,Orchard Street,1955,Print,1994.61
1034,1287,37,,Roland Ginzel,Autumn,1956,Print,1994.62
1035,1288,38,,Vera Berdich,Fantastic Bouquet,1953,Print,1994.63
1036,1289,39,,Max Kahn,The Guitar Player,1946,Print,1994.64
1037,1290,40,,Ralph Arnold,No title given (collage for Benjamin Galleries),1965,Drawing,1994.65
1038,1291,41,,Francis Chapin,Spanish Composition,1956,Print,1994.66
1039,1292,42,,Myron Kozman,Title unknown (geometric squares on tan),1948,Print,1994.67.1
1040,1293,43,,Myron Kozman,Title unknown (geometric squares),1948,Print,1994.67.2
1041,1294,44,,Myron Kozman,Untitled,1948,Print,1994.67.3
1042,1295,45,,Max Kahn,The Blue Cat,1949,Print,1994.68
1043,1296,46,,Misch Kohn,Walking Man,1963,Print,1994.69
1044,1297,47,,Harry Brodsky,Worried Man,1938,Drawing,1994.70
1045,1298,48,,Hubert Mesibov,Dance,1938,Print,1994.71
1046,1299,49,,Mxolisi Ganto,Amused Not Pleased,1992,Drawing,1994.72
1047,1300,0,,Sipho Hlati,Kubi...indoda yashiya bhedi yayo (It's a Painful Thing...),1989,Print,1994.73
1048,1301,1,,Isaac Hlatshwayo,Untitled,1990,Drawing,1994.74
1049,1302,2,,Thomas Kgope,Magalies Park Country Club,1992,Drawing,1994.75
1050,1303,3,,Terry Kurgan,Woman with Red Head,1992,Print,1994.76
1051,1304,4,,Terry Kurgan,Woman in Red Underwear,1991,Print,1994.77
1052,1305,5,,Ntombizodwa Lwana,Dark Hour House,1992,Print,1994.78
1053,1306,6,,Timothy Magojo,No title given (map),1993,Drawing,1994.79
1054,1307,7,,Zwelethu Mthethwa,African Landscape III,1993,Drawing,1994.80.1-2
1055,1308,8,,Jabulani Sam Nhlengethwa,Train Preacher,1993,Drawing,1994.81
1056,1309,9,,Timothy Magojo,No title given (map),1993,Drawing,1994.83
1057,1310,10,,Christine Dixie,She Could Almost Hear Him Breathing,1993,Print,1994.84
1058,1311,11,,Hendrick Goltzius,Mars and Venus,1588,Print,1994.85
1059,1312,12,,Max Oppenheimer,The Rose Quartet,1924,Print,1994.87
1060,1313,13,,Ralph Fabri,Doctor Faustus,1946,Print,1994.88
1061,1314,14,,Leonard Havens,South Chicago,1941,Print,1994.89
1062,1315,15,,Edgar Heap of Birds,Public Enemy Care for Youth (The Brutality Which Is America),1992,Print,1994.90.1-3
1063,1316,16,,Sadao Watanabe,Jesus and Children,1971,Print,1994.91
1064,1317,17,,Edward Landon,Continuum,1943,Print,1994.92
1065,1318,18,,Joe Jones,Missouri Wheat Farmers,1938,Print,1994.93
1066,1319,19,,Rockwell Kent,Solar Fade Out,1937,Print,1994.94.1
1067,1320,20,,Rockwell Kent,Degravitation,1937,Print,1994.94.2
1068,1321,21,,Rockwell Kent,Lunar Disintegration,1937,Print,1994.94.3
1069,1322,22,,Rockwell Kent,Solar Flare-Up,1937,Print,1994.94.4
1070,1323,23,,Edith Bry,"Century of Progress, 1937",1937,Drawing,1994.95
1071,1324,24,,Edith Bry,"Century of Progress, 1937",1937,Print,1994.96
1072,1325,25,,Vuminkosi Zulu,Received a Letter From Home,1991,Print,1994.97
1073,1326,26,,Herman Roderick Volz,Railroad Workers,1940,Print,1994.98
1074,1327,27,,Julien Alberts,Around the Fish,1937,Print,1994.99
1075,1328,28,,Mildred Rackley,Boogie Woogie,1940,Print,1994.100
1076,1329,29,,Steven Dohanas,Conneticut Yankee Farmer,1930,Print,1994.101
1077,1330,30,,Alexander R. Stavenitz,Subway No.2,1930,Print,1994.102
1078,1331,31,,Stanley Keppel,Veteran's Nightmare,1946,Print,1994.103
1079,1332,32,,Eugene Morley,Hurricane,1936,Print,1994.104
1080,1333,33,,Isaac Friedlander,Anno Domini,1941,Print,1994.105
1081,1334,34,,John McCrady,Swing Low Sweet Chariot,1940,Print,1994.106
1082,1335,35,,Mervin Jules,Dust,1936,Print,1994.107
1083,1336,36,,Lawrence Kupferman,"European Landscape, 1943 - A Memorial to Fascism",1943,Print,1994.108
1084,1337,37,,Mildred Rackley,Death of a Spanish Child,1939,Print,1994.109
1085,1338,38,,David Burke,Coal Mining,1935,Print,1994.110
1086,1339,39,,Robert Riggs,Clown Alley,1934,Print,1994.111
1087,1340,40,,Robert Riggs,On Stage Four,1934,Print,1994.112
1088,1341,41,,Ross Braught,Music,1936,Print,1994.113
1089,1342,42,,Leon Gordon Miller,The Strike,1935,Print,1994.114
1090,1343,43,,Alexander R. Stavenitz,"Subway #3, Paris",1933,Print,1994.115
1091,1344,44,,Leopold Survage,Abstraction,1935,Print,1994.116
1092,1345,45,,Leopold Survage,Nudes,1935,Print,1994.117
1093,1346,46,,Hilda Robbins,Winter in the City,1940,Print,1994.118
1094,1347,47,,Mark Luyten,On Ancient Snows XV,1993,Print,1994.123
1095,1348,48,,Mark Luyten,dix-septieme lettre,1991,Print,1994.124
1096,1350,0,,Karl Wirsum,Single Signal,1994,Print,1995.2
1097,1351,1,,Michiko Itatani,Untitled (from Childhood's End),1994,Print,1995.3
1098,1352,2,,David Russick,Multiple,1992,Print,1995.4
1099,1353,3,,Ed Paschke,Poderosa,1991,Print,1995.5
1100,1354,4,,Leonid Tishkov,At Night they Awakened Living in Trunks in Alarm and They Ran...,1989,Drawing,1995.6
1101,1355,5,,Mark Hipper,"No title given, Plate I from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.1
1102,1356,6,"Image Not Available for No title given, Plate II from the portfolio Kiss Me/Kiss Me",Mark Hipper,"No title given, Plate II from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.2
1103,1357,7,,Mark Hipper,"No title given, Plate III from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.3
1104,1358,8,,Mark Hipper,"No title given, Plate IV from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.4
1105,1359,9,,Mark Hipper,"No title given, Plate V from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.5
1106,1360,10,,Carl Hoeckner,The Homecoming,1935,Print,1995.8
1107,1361,11,,John Stockton De Martelly,For the Love of Barbara Allen,1942,Print,1995.9
1108,1362,12,,Benton Spruance,Conversation with Death,1934,Print,1995.10
1109,1363,13,,Joseph Vorst,White Gold,1939,Print,1995.11
1110,1364,14,,Alan Cohen,NOW (Dachau),1992,Photograph,1995.12.1
1111,1365,15,,Alan Cohen,NOW (Dachau) 26-2,1992,Photograph,1995.12.2
1112,1366,16,,Alan Cohen,NOW (Dachau) 25-04,1992,Photograph,1995.12.6
1113,1367,17,,Lucas van Leyden,The Dance of the Magdalene,1519,Print,1995.13
1114,1368,18,,Carlos Cortez,"Cold is the Night, Warm is Our Bed",1992,Print,1995.14
1115,1369,19,,Carlos Cortez,Field Workers,1990,Print,1995.15
1116,1370,20,,Carlos Cortez,Antes de la Désaparecion (Before the Disappearance),1993,Print,1995.16
1117,1371,21,,Carlos Cortez,Posada,1981,Print,1995.17
1118,1372,22,,Carlos Cortez,Message for Lover Boys,1983,Print,1995.18
1119,1373,23,,Carlos Cortez,Zapata,1989,Print,1995.19
1120,1374,24,,Fritzi Brod,No Title,1935,Print,1995.20
1121,1375,25,,Fritzi Brod,No title,1935,Print,1995.21
1122,1376,26,,Fritzi Brod,No title,1935,Print,1995.22
1123,1377,27,,Fritzi Brod,Friends,1935,Print,1995.23
1124,1378,28,,Fritzi Brod,No title,1935,Print,1995.24
1125,1379,29,,Fritzi Brod,No title,1935,Print,1995.25
1126,1380,30,,Fritzi Brod,Pensive,1935,Print,1995.26
1127,1381,31,,Fritzi Brod,No title,1935,Print,1995.27
1128,1382,32,,Fritzi Brod,No title (Merry Christmas),1935,Print,1995.28
1129,1383,33,,Fritzi Brod,No title,1935,Print,1995.29
1130,1384,34,,Riva Helfond,"Head of the Shaft, 1933",1933,Drawing,1995.30
1131,1385,35,,Riva Helfond,Homecoming,1939,Print,1995.31
1132,1386,36,,Riva Helfond,Parachutes,1943,Print,1995.32
1133,1387,37,,Charles Keller,Sand Hogs II,1939,Print,1995.33
1134,1388,38,,Charles Keller,People's Meeting,1942,Print,1995.34
1135,1389,39,,Charles Keller,Fighter for Democracy,1942,Print,1995.35
